competition,observed_at,provider_event_id,date,home_team,away_team,market,selection,book,american_odds
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,1x2,away,BetMGM,-110
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,1x2,away,DraftKings,-115
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,1x2,away,Fanatics,-112
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,1x2,draw,BetMGM,270
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,1x2,draw,DraftKings,285
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,1x2,draw,Fanatics,280
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,1x2,home,BetMGM,270
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,1x2,home,DraftKings,250
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,1x2,home,Fanatics,250
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,btts,no,BetMGM,100
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,btts,yes,BetMGM,-145
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,total_2_5,over,BetMGM,-130
E3,2026-09-13T16:37:12+00:00,91c7e95a308f61d4651c17a6bbdbc795,2026-09-19,Gillingham,Bristol Rovers,total_2_5,under,BetMGM,-110
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,1x2,away,BetMGM,180
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,1x2,away,DraftKings,195
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,1x2,away,Fanatics,190
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,1x2,draw,BetMGM,240
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,1x2,draw,DraftKings,220
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,1x2,draw,Fanatics,230
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,1x2,home,BetMGM,130
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,1x2,home,DraftKings,130
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,1x2,home,Fanatics,130
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,btts,no,BetMGM,110
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,btts,yes,BetMGM,-155
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,total_2_5,over,BetMGM,-130
E3,2026-09-13T16:37:12+00:00,cccae6634a2122515e92df028f34bb97,2026-09-19,Walsall,Port Vale,total_2_5,under,BetMGM,-110
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,1x2,away,BetMGM,170
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,1x2,away,DraftKings,170
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,1x2,away,Fanatics,175
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,1x2,draw,BetMGM,260
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,1x2,draw,DraftKings,250
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,1x2,draw,Fanatics,240
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,1x2,home,BetMGM,135
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,1x2,home,DraftKings,135
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,1x2,home,Fanatics,130
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,btts,no,BetMGM,125
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,btts,yes,BetMGM,-185
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,total_2_5,over,BetMGM,-160
E3,2026-09-13T16:37:12+00:00,eec2038a33d3d4bf90f2de70d503501a,2026-09-19,Chesterfield FC,York City,total_2_5,under,BetMGM,110
